Product_ID,Product_Name,Category,Sub_Category,Price,Customer_Age,Customer_Gender,Purchase_History,Review_Rating,Review_Sentiment
P4846,Skincare Cream,Beauty,Makeup,161.62,63,Male,4,3,Positive
P4847,Skincare Cream,Beauty,Fragrance,36.44,49,Female,26,1,Negative
P4848,Laptop,Electronics,Laptops,1194.66,36,Male,27,4,Very Positive
P4849,Tennis Racket,Sports,Bicycle,771.64,46,Female,12,4,Very Positive
P4850,Sweater,Clothing,Sweaters,24.91,60,Male,13,1,Neutral
P4851,Microwave,Home Appliances,Washing Machine,735.35,47,Female,27,5,Positive
P4852,Soccer Ball,Sports,Yoga Mat,693.38,34,Female,10,4,Very Positive
P4853,Couch,Furniture,Cabinet,1234.75,52,Male,19,5,Very Positive
P4854,Headphones,Electronics,Tablets,777.28,44,Female,16,5,Very Positive
P4855,Pants,Clothing,T-Shirts,184.28,65,Male,1,5,Positive
P4856,Sofa,Furniture,Table,195.86,57,Female,13,4,Positive
P4857,Laptop,Electronics,Mobile Phones,579.47,24,Female,9,5,Positive
P4858,Skincare Cream,Beauty,Makeup,51.98,39,Female,23,5,Neutral
P4859,Microwave,Home Appliances,Washing Machine,478.23,32,Male,27,5,Very Positive
P4860,Sofa,Furniture,Chair,1057.88,52,Male,5,4,Positive
P4861,Bookshelf,Furniture,Bookshelf,1412.17,48,Male,29,5,Positive
P4862,Perfume,Beauty,Makeup,153.69,36,Male,30,5,Neutral
P4863,Bookshelf,Furniture,Sofa,658.15,47,Female,20,5,Very Positive
P4864,Basketball,Sports,Bicycle,161.23,45,Female,17,5,Neutral
P4865,Football,Sports,Yoga Mat,564.23,38,Male,28,4,Very Positive
P4866,Sweater,Clothing,Jackets,151.25,44,Female,10,5,Positive
P4867,Soccer Ball,Sports,Basketball,453.63,58,Male,6,5,Positive
P4868,Air Conditioner,Home Appliances,Refrigerator,877.37,57,Male,12,5,Positive
P4869,Couch,Furniture,Sofa,266.53,32,Male,19,5,Positive
P4870,Bluetooth Speaker,Electronics,Speakers,986.7,38,Male,21,5,Very Positive
P4871,Dress,Clothing,Pants,172.08,47,Female,29,4,Neutral
P4872,Yoga Mat,Sports,Yoga Mat,282.96,63,Female,2,4,Positive
P4873,Air Conditioner,Home Appliances,Air Conditioner,936.75,35,Female,17,5,Positive
P4874,Bicycle,Sports,Bicycle,282.36,50,Female,15,4,Positive
P4875,Laptop,Electronics,Headphones,450.0,28,Female,46,5,Very Positive
P4876,Bluetooth Speaker,Electronics,Smartwatches,1459.82,61,Male,20,5,Very Positive
P4877,Cabinet,Furniture,Bookshelf,532.97,60,Female,18,4,Very Positive
P4878,Bicycle,Sports,Tennis Racket,350.32,45,Male,21,4,Very Positive
P4879,Football,Sports,Tennis Racket,26.07,49,Female,16,3,Negative
P4880,Perfume,Beauty,Fragrance,88.4,21,Female,18,3,Neutral
P4881,Pants,Clothing,Jackets,85.69,53,Female,2,5,Positive
P4882,Basketball,Sports,Yoga Mat,387.77,18,Female,42,5,Positive
P4883,Basketball,Sports,Tennis Racket,333.22,31,Female,21,4,Very Positive
P4884,Tablet,Electronics,Mobile Phones,1306.64,46,Male,21,5,Positive
P4885,Foundation,Beauty,Skin Care,9.64,43,Male,13,3,Neutral
P4886,Wireless Mouse,Electronics,Headphones,679.06,41,Female,20,4,Very Positive
P4887,Bluetooth Speaker,Electronics,Mobile Phones,1079.04,45,Female,24,5,Positive
P4888,Couch,Furniture,Sofa,468.45,26,Female,9,4,Positive
P4889,Vacuum Cleaner,Home Appliances,Air Conditioner,945.79,22,Female,20,5,Very Positive
P4890,Dishwasher,Home Appliances,Air Conditioner,85.81,43,Female,17,5,Positive
P4891,Dishwasher,Home Appliances,Washing Machine,218.22,47,Male,16,4,Very Positive
P4892,Vacuum Cleaner,Home Appliances,Microwave,150.4,37,Female,25,5,Positive
P4893,Vacuum Cleaner,Home Appliances,Washing Machine,667.89,49,Male,25,5,Very Positive
P4894,Bicycle,Sports,Yoga Mat,196.07,29,Female,35,4,Neutral
P4895,Sofa,Furniture,Cabinet,691.58,53,Male,20,4,Very Positive
P4896,Vacuum Cleaner,Home Appliances,Washing Machine,652.22,43,Male,30,4,Positive
P4897,Laptop,Electronics,Headphones,521.07,63,Male,2,5,Positive
P4898,Basketball,Sports,Football,657.05,43,Female,22,5,Positive
P4899,Chair,Furniture,Bookshelf,741.57,60,Male,20,4,Very Positive
P4900,Air Conditioner,Home Appliances,Microwave,286.56,41,Female,15,4,Very Positive
P4901,T-Shirt,Clothing,Shoes,55.81,46,Female,25,5,Neutral
P4902,Refrigerator,Home Appliances,Microwave,560.16,62,Male,0,4,Positive
P4903,Tennis Racket,Sports,Bicycle,626.19,20,Male,23,4,Positive
P4904,Dishwasher,Home Appliances,Vacuum Cleaner,999.47,25,Male,5,5,Positive
P4905,Tablet,Electronics,Laptops,332.84,19,Male,41,5,Positive
P4906,Jeans,Clothing,Shoes,123.77,39,Male,28,3,Neutral
P4907,Tennis Racket,Sports,Bicycle,780.18,31,Female,19,5,Positive
P4908,Cabinet,Furniture,Chair,833.77,58,Male,1,4,Very Positive
P4909,Smartphone,Electronics,Headphones,606.64,44,Male,25,5,Positive
P4910,Bookshelf,Furniture,Table,1157.65,21,Male,33,4,Very Positive
P4911,Smartwatch,Electronics,Mobile Phones,349.59,31,Female,16,5,Very Positive
P4912,Washing Machine,Home Appliances,Refrigerator,83.35,31,Female,19,4,Positive
P4913,Foundation,Beauty,Nail Polish,138.5,33,Male,16,5,Positive
P4914,Tennis Racket,Sports,Tennis Racket,652.86,56,Male,17,5,Positive
P4915,Bicycle,Sports,Basketball,94.92,42,Male,19,4,Positive
P4916,Jeans,Clothing,Pants,84.64,46,Male,29,5,Neutral
P4917,Chair,Furniture,Chair,982.39,18,Female,30,4,Very Positive
P4918,Dishwasher,Home Appliances,Microwave,931.69,58,Male,15,4,Very Positive
P4919,Basketball,Sports,Football,133.07,59,Female,7,3,Positive
P4920,Wireless Mouse,Electronics,Smartwatches,514.82,63,Female,6,5,Positive
P4921,Vacuum Cleaner,Home Appliances,Washing Machine,460.39,37,Female,15,4,Very Positive
P4922,Headphones,Electronics,Mobile Phones,1087.27,30,Female,30,5,Very Positive
P4923,Dining Table,Furniture,Sofa,1196.34,25,Male,39,4,Positive
P4924,Shampoo,Beauty,Nail Polish,53.61,20,Female,47,5,Positive
P4925,Sweater,Clothing,Jackets,112.12,31,Male,23,5,Positive
P4926,Basketball,Sports,Football,96.98,36,Female,10,4,Positive
P4927,Jacket,Clothing,Sweaters,63.61,32,Female,20,5,Neutral
P4928,Sweater,Clothing,Sweaters,143.7,55,Female,10,3,Neutral
P4929,Soccer Ball,Sports,Tennis Racket,316.82,32,Male,10,5,Positive
P4930,Dress,Clothing,T-Shirts,130.55,22,Male,13,4,Positive
P4931,T-Shirt,Clothing,T-Shirts,73.78,46,Male,16,5,Neutral
P4932,Foundation,Beauty,Nail Polish,132.8,34,Female,14,4,Positive
P4933,Sweater,Clothing,Jackets,185.04,65,Female,7,5,Positive
P4934,Dress,Clothing,Jackets,47.02,57,Female,5,3,Neutral
P4935,Cabinet,Furniture,Chair,984.28,38,Female,19,4,Positive
P4936,Jacket,Clothing,T-Shirts,58.44,59,Male,10,3,Positive
P4937,Bicycle,Sports,Football,445.29,36,Female,16,5,Positive
P4938,Tablet,Electronics,Tablets,1163.61,48,Male,20,5,Very Positive
P4939,Pants,Clothing,Shoes,75.44,29,Male,21,4,Positive
P4940,Foundation,Beauty,Nail Polish,46.81,40,Male,11,3,Negative
P4941,Microwave,Home Appliances,Microwave,557.19,44,Female,10,5,Very Positive
P4942,Tennis Racket,Sports,Football,508.08,39,Male,13,5,Very Positive
P4943,Vacuum Cleaner,Home Appliances,Air Conditioner,449.96,48,Male,16,5,Very Positive
P4944,Cabinet,Furniture,Cabinet,459.42,42,Male,29,5,Very Positive
P4945,T-Shirt,Clothing,Jackets,83.21,63,Male,16,3,Neutral
P4946,Dining Table,Furniture,Cabinet,308.66,28,Female,7,4,Positive
P4947,Skincare Cream,Beauty,Nail Polish,30.08,38,Female,12,3,Negative
P4948,Shampoo,Beauty,Hair Care,100.18,62,Male,0,4,Positive
P4949,Jeans,Clothing,Sweaters,86.36,21,Female,7,5,Positive
P4950,Bookshelf,Furniture,Bookshelf,1102.35,56,Female,16,4,Very Positive
P4951,Washing Machine,Home Appliances,Refrigerator,874.76,25,Female,28,4,Positive
P4952,Vacuum Cleaner,Home Appliances,Washing Machine,280.69,45,Male,24,4,Positive
P4953,Shoes,Clothing,Pants,133.43,21,Female,26,4,Neutral
P4954,Dishwasher,Home Appliances,Air Conditioner,217.21,40,Male,16,5,Very Positive
P4955,Soccer Ball,Sports,Tennis Racket,703.73,49,Male,30,5,Very Positive
P4956,Bluetooth Speaker,Electronics,Tablets,382.96,38,Female,23,4,Positive
P4957,Pants,Clothing,Sweaters,197.63,33,Male,10,4,Neutral
P4958,Smartwatch,Electronics,Tablets,1103.9,45,Male,12,5,Very Positive
P4959,Skincare Cream,Beauty,Makeup,131.54,39,Female,14,5,Positive
P4960,Shoes,Clothing,Jackets,192.33,56,Male,6,4,Positive
P4961,T-Shirt,Clothing,Sweaters,23.91,29,Male,46,2,Neutral
P4962,Perfume,Beauty,Nail Polish,36.8,27,Female,5,1,Negative
P4963,T-Shirt,Clothing,Dresses,86.96,61,Female,20,4,Positive
P4964,Pants,Clothing,Shoes,96.12,51,Male,8,3,Positive
P4965,Microwave,Home Appliances,Washing Machine,950.15,29,Male,16,5,Very Positive
P4966,Headphones,Electronics,Speakers,865.94,22,Male,18,4,Very Positive
P4967,Couch,Furniture,Cabinet,1065.72,22,Female,45,4,Very Positive
P4968,Tablet,Electronics,Speakers,1249.41,27,Male,19,5,Positive
P4969,Pants,Clothing,Sweaters,166.93,65,Male,2,3,Positive
P4970,Smartphone,Electronics,Mobile Phones,1069.21,63,Female,19,5,Positive
P4971,Dining Table,Furniture,Table,585.01,18,Female,11,5,Very Positive
P4972,Chair,Furniture,Sofa,495.69,35,Male,21,4,Positive
P4973,Dress,Clothing,Pants,94.33,54,Male,8,4,Neutral
P4974,Chair,Furniture,Bookshelf,508.29,55,Female,5,4,Very Positive
P4975,Tennis Racket,Sports,Basketball,578.94,21,Female,41,4,Positive
P4976,Yoga Mat,Sports,Tennis Racket,647.31,25,Female,20,4,Very Positive
P4977,Cabinet,Furniture,Table,1187.1,45,Female,14,4,Positive
P4978,Couch,Furniture,Bookshelf,120.62,23,Female,24,5,Positive
P4979,Pants,Clothing,Sweaters,166.92,37,Female,17,5,Positive
P4980,Lipstick,Beauty,Fragrance,117.63,46,Male,12,3,Neutral
P4981,Jeans,Clothing,T-Shirts,39.46,42,Female,23,3,Negative
P4982,Smartphone,Electronics,Laptops,1484.98,53,Female,16,5,Very Positive
P4983,Bluetooth Speaker,Electronics,Tablets,732.84,60,Male,1,5,Very Positive
P4984,Refrigerator,Home Appliances,Vacuum Cleaner,723.07,57,Female,15,4,Positive
P4985,Microwave,Home Appliances,Vacuum Cleaner,468.65,34,Male,14,4,Positive
P4986,Dress,Clothing,Pants,199.29,45,Female,25,4,Neutral
P4987,Tennis Racket,Sports,Basketball,411.37,38,Female,30,4,Very Positive
P4988,Tennis Racket,Sports,Bicycle,316.97,36,Female,23,4,Very Positive
P4989,Tennis Racket,Sports,Tennis Racket,780.82,48,Male,16,4,Positive
P4990,Football,Sports,Bicycle,662.12,42,Male,18,4,Very Positive
P4991,Bicycle,Sports,Bicycle,422.68,20,Female,13,5,Very Positive
P4992,Football,Sports,Yoga Mat,551.96,36,Male,14,4,Very Positive
P4993,Basketball,Sports,Yoga Mat,366.63,42,Male,21,4,Very Positive
P4994,Sweater,Clothing,Sweaters,198.23,21,Female,34,3,Positive
P4995,Jacket,Clothing,Jackets,194.9,63,Female,2,3,Positive
P4996,Cabinet,Furniture,Chair,229.34,41,Male,18,5,Very Positive
P4997,Shampoo,Beauty,Makeup,179.2,59,Male,10,5,Neutral
P4998,Shampoo,Beauty,Makeup,58.45,43,Female,28,4,Positive
P4999,Jacket,Clothing,Sweaters,92.0,60,Male,15,4,Neutral
P5000,Perfume,Beauty,Nail Polish,165.1,65,Male,5,4,Neutral
P5001,Tennis Racket,Sports,Bicycle,506.15,24,Female,31,4,Positive
P5002,Sofa,Furniture,Sofa,654.8,21,Female,8,4,Positive
P5003,Refrigerator,Home Appliances,Vacuum Cleaner,670.1,58,Male,1,4,Very Positive
P5004,Wireless Mouse,Electronics,Headphones,80.49,44,Male,17,5,Neutral
P5005,Shoes,Clothing,Pants,197.0,43,Female,30,4,Positive
P5006,Washing Machine,Home Appliances,Vacuum Cleaner,900.54,30,Male,27,5,Positive
P5007,Vacuum Cleaner,Home Appliances,Air Conditioner,956.73,45,Female,26,4,Very Positive
P5008,Bookshelf,Furniture,Sofa,610.16,41,Male,18,4,Very Positive
P5009,Smartwatch,Electronics,Mobile Phones,1432.24,32,Female,20,5,Positive
P5010,Tennis Racket,Sports,Football,592.8,22,Female,44,4,Very Positive
P5011,Vacuum Cleaner,Home Appliances,Vacuum Cleaner,236.57,62,Male,0,4,Positive
P5012,Foundation,Beauty,Nail Polish,169.46,58,Male,17,5,Neutral
P5013,Shampoo,Beauty,Nail Polish,25.04,41,Male,19,1,Neutral
P5014,Cabinet,Furniture,Table,546.85,54,Female,14,5,Positive
P5015,Lipstick,Beauty,Nail Polish,29.65,64,Female,12,2,Neutral
P5016,Dishwasher,Home Appliances,Air Conditioner,358.17,23,Male,20,4,Very Positive
P5017,Tennis Racket,Sports,Tennis Racket,271.73,59,Female,6,5,Positive
P5018,Lipstick,Beauty,Hair Care,26.19,65,Male,19,1,Neutral
P5019,Basketball,Sports,Yoga Mat,407.56,43,Male,10,4,Positive
P5020,Smartwatch,Electronics,Mobile Phones,549.09,20,Female,43,4,Positive
P5021,Soccer Ball,Sports,Bicycle,287.12,61,Male,10,5,Positive
P5022,Chair,Furniture,Bookshelf,1337.75,49,Male,17,5,Very Positive
P5023,Bookshelf,Furniture,Cabinet,1240.06,46,Male,22,4,Very Positive
P5024,Dress,Clothing,T-Shirts,22.77,46,Female,26,2,Negative
P5025,Basketball,Sports,Tennis Racket,370.66,44,Male,29,5,Positive
P5026,Smartwatch,Electronics,Smartwatches,136.5,32,Male,29,4,Neutral
P5027,Dress,Clothing,Sweaters,72.77,59,Female,15,5,Positive
P5028,Vacuum Cleaner,Home Appliances,Microwave,480.23,46,Male,19,5,Positive
P5029,Skincare Cream,Beauty,Fragrance,174.24,40,Female,19,3,Positive
P5030,Basketball,Sports,Football,486.03,28,Male,38,4,Very Positive
P5031,Wireless Mouse,Electronics,Headphones,321.92,45,Female,12,4,Positive
P5032,Perfume,Beauty,Skin Care,174.52,36,Female,25,3,Positive
P5033,Microwave,Home Appliances,Air Conditioner,975.32,24,Male,20,5,Very Positive
P5034,Wireless Mouse,Electronics,Mobile Phones,816.68,35,Female,20,4,Very Positive
P5035,T-Shirt,Clothing,T-Shirts,54.01,48,Male,29,3,Neutral
P5036,Soccer Ball,Sports,Basketball,723.78,31,Female,23,4,Very Positive
P5037,Basketball,Sports,Yoga Mat,694.16,38,Male,10,4,Very Positive
P5038,Dishwasher,Home Appliances,Vacuum Cleaner,904.69,20,Male,28,4,Very Positive
P5039,Couch,Furniture,Cabinet,593.31,47,Female,22,4,Very Positive
P5040,Bluetooth Speaker,Electronics,Headphones,1067.54,65,Male,1,4,Very Positive
P5041,Dress,Clothing,T-Shirts,149.33,56,Female,2,3,Neutral
P5042,Pants,Clothing,Pants,188.09,59,Male,18,4,Neutral
P5043,Yoga Mat,Sports,Tennis Racket,788.4,19,Male,12,4,Very Positive
P5044,Washing Machine,Home Appliances,Vacuum Cleaner,299.27,51,Male,16,5,Very Positive
P5045,Wireless Mouse,Electronics,Tablets,716.1,29,Male,32,5,Very Positive
P5046,Jacket,Clothing,Sweaters,49.89,27,Female,48,3,Negative
P5047,Dining Table,Furniture,Table,437.09,18,Male,9,5,Very Positive
P5048,Washing Machine,Home Appliances,Microwave,715.74,27,Female,40,5,Positive
P5049,Jacket,Clothing,Shoes,158.57,20,Male,41,4,Neutral
P5050,Basketball,Sports,Tennis Racket,658.5,30,Female,26,4,Very Positive
P5051,Skincare Cream,Beauty,Fragrance,180.01,19,Male,46,5,Neutral
P5052,Couch,Furniture,Bookshelf,404.92,56,Female,2,5,Very Positive
P5053,Air Conditioner,Home Appliances,Washing Machine,692.87,26,Male,43,4,Positive
P5054,Bookshelf,Furniture,Cabinet,1011.21,41,Male,23,4,Positive
P5055,Perfume,Beauty,Fragrance,195.28,56,Female,12,4,Positive
P5056,Pants,Clothing,T-Shirts,59.96,36,Male,17,5,Positive
P5057,Air Conditioner,Home Appliances,Vacuum Cleaner,811.55,22,Female,21,4,Positive
P5058,Chair,Furniture,Chair,1348.22,64,Female,8,5,Very Positive
P5059,Nail Polish,Beauty,Fragrance,37.96,35,Male,18,2,Negative
P5060,Tablet,Electronics,Smartwatches,1087.18,28,Male,10,4,Very Positive
P5061,Sweater,Clothing,Shoes,192.58,20,Male,26,4,Neutral
P5062,Dishwasher,Home Appliances,Washing Machine,410.33,35,Male,18,4,Positive
P5063,Dishwasher,Home Appliances,Washing Machine,252.88,51,Male,7,4,Positive
P5064,Dress,Clothing,Sweaters,22.34,40,Male,28,3,Neutral
P5065,Shampoo,Beauty,Fragrance,196.52,39,Male,16,4,Positive
P5066,Smartphone,Electronics,Mobile Phones,1340.28,38,Female,20,5,Positive
P5067,Chair,Furniture,Table,149.63,36,Female,18,3,Neutral
P5068,Football,Sports,Football,393.23,28,Male,36,5,Positive
P5069,Dishwasher,Home Appliances,Washing Machine,411.87,30,Female,23,4,Positive
P5070,Tennis Racket,Sports,Basketball,191.73,18,Male,8,3,Positive
P5071,Washing Machine,Home Appliances,Air Conditioner,548.62,40,Male,23,5,Positive
P5072,Smartwatch,Electronics,Speakers,860.71,55,Male,20,5,Positive
P5073,Smartwatch,Electronics,Speakers,1328.86,35,Female,20,4,Positive
P5074,Sweater,Clothing,Dresses,68.59,56,Female,1,3,Neutral
P5075,Dining Table,Furniture,Chair,1411.76,63,Male,5,4,Positive
P5076,Chair,Furniture,Cabinet,585.95,34,Female,15,5,Very Positive
P5077,Tennis Racket,Sports,Tennis Racket,28.67,24,Female,17,3,Neutral
P5078,Sofa,Furniture,Sofa,338.37,34,Female,30,4,Very Positive
P5079,Pants,Clothing,Dresses,68.07,57,Female,6,4,Positive
P5080,Laptop,Electronics,Smartwatches,1340.14,50,Male,10,4,Positive
P5081,Headphones,Electronics,Speakers,1332.87,31,Male,23,4,Very Positive
P5082,Wireless Mouse,Electronics,Speakers,645.0,64,Female,10,5,Very Positive
P5083,Washing Machine,Home Appliances,Air Conditioner,65.92,48,Female,26,4,Neutral
P5084,Chair,Furniture,Cabinet,686.56,64,Male,1,5,Positive
P5085,Bicycle,Sports,Basketball,536.91,26,Female,10,5,Very Positive
P5086,Foundation,Beauty,Nail Polish,60.05,53,Male,13,3,Neutral
P5087,Chair,Furniture,Bookshelf,1043.54,55,Male,13,5,Very Positive
P5088,Chair,Furniture,Bookshelf,248.58,36,Female,20,4,Positive
P5089,Sweater,Clothing,Dresses,88.82,44,Female,11,3,Positive
P5090,Refrigerator,Home Appliances,Washing Machine,452.25,56,Female,11,5,Very Positive
P5091,Washing Machine,Home Appliances,Washing Machine,308.68,49,Male,17,4,Positive
P5092,Pants,Clothing,Dresses,100.1,52,Female,19,5,Neutral
P5093,Sweater,Clothing,Pants,141.59,24,Male,46,5,Positive
P5094,Headphones,Electronics,Mobile Phones,424.46,63,Female,16,4,Very Positive
P5095,Sweater,Clothing,T-Shirts,52.12,27,Male,31,5,Positive
P5096,Bookshelf,Furniture,Sofa,391.25,62,Male,5,5,Very Positive
P5097,Skincare Cream,Beauty,Fragrance,7.39,35,Female,13,3,Neutral
P5098,Dining Table,Furniture,Sofa,1136.08,23,Female,41,4,Positive
P5099,Bicycle,Sports,Yoga Mat,575.93,55,Male,6,4,Positive
P5100,Sofa,Furniture,Chair,1408.31,41,Male,13,5,Positive
P5101,Nail Polish,Beauty,Nail Polish,122.3,62,Female,8,5,Neutral
P5102,Wireless Mouse,Electronics,Mobile Phones,1116.92,41,Male,19,5,Positive
P5103,Bookshelf,Furniture,Cabinet,423.34,51,Male,5,5,Positive
P5104,Pants,Clothing,Jackets,82.85,46,Female,13,4,Positive
P5105,Vacuum Cleaner,Home Appliances,Air Conditioner,696.44,24,Female,40,4,Positive
P5106,Headphones,Electronics,Smartwatches,207.09,60,Male,15,5,Positive
P5107,Chair,Furniture,Cabinet,1471.57,41,Female,16,5,Very Positive
P5108,Shampoo,Beauty,Nail Polish,100.96,62,Female,7,3,Neutral
P5109,Basketball,Sports,Tennis Racket,406.3,19,Female,50,4,Positive
P5110,Couch,Furniture,Chair,483.86,44,Male,22,5,Very Positive
P5111,Football,Sports,Football,586.3,46,Female,21,5,Positive
P5112,Lipstick,Beauty,Skin Care,26.32,37,Female,23,3,Negative
P5113,Pants,Clothing,Sweaters,123.24,56,Male,18,4,Positive
P5114,Tennis Racket,Sports,Football,216.61,18,Male,24,5,Very Positive
P5115,Tablet,Electronics,Speakers,493.69,19,Female,44,4,Positive
P5116,Couch,Furniture,Cabinet,375.29,27,Male,45,4,Very Positive
P5117,Laptop,Electronics,Laptops,54.28,61,Male,5,3,Positive
P5118,Tablet,Electronics,Mobile Phones,1440.88,58,Male,7,4,Very Positive
P5119,Foundation,Beauty,Makeup,131.65,65,Male,5,4,Neutral
P5120,T-Shirt,Clothing,T-Shirts,174.17,55,Male,4,3,Neutral
P5121,Soccer Ball,Sports,Basketball,413.67,32,Male,13,5,Very Positive
P5122,Yoga Mat,Sports,Football,768.46,27,Female,50,5,Positive
P5123,Sofa,Furniture,Chair,1002.27,23,Female,27,5,Very Positive
P5124,Foundation,Beauty,Fragrance,54.61,46,Male,17,4,Neutral
P5125,Tablet,Electronics,Speakers,276.77,56,Male,12,4,Positive
P5126,Pants,Clothing,Shoes,180.42,31,Male,12,4,Neutral
P5127,Dishwasher,Home Appliances,Refrigerator,827.73,57,Female,12,5,Positive
P5128,Refrigerator,Home Appliances,Vacuum Cleaner,524.69,42,Female,18,4,Very Positive
P5129,Shampoo,Beauty,Hair Care,158.66,45,Male,16,3,Positive
P5130,Nail Polish,Beauty,Skin Care,99.23,62,Female,8,4,Neutral
P5131,Football,Sports,Football,76.47,28,Male,17,3,Positive
P5132,Dishwasher,Home Appliances,Washing Machine,142.55,38,Female,27,5,Neutral
P5133,Foundation,Beauty,Skin Care,18.57,27,Female,38,1,Negative
P5134,Skincare Cream,Beauty,Fragrance,192.69,18,Female,47,3,Positive
P5135,Cabinet,Furniture,Bookshelf,1407.9,40,Male,13,4,Very Positive
P5136,Football,Sports,Bicycle,412.25,44,Female,11,5,Very Positive
P5137,Microwave,Home Appliances,Vacuum Cleaner,405.63,20,Male,42,4,Positive
P5138,Shampoo,Beauty,Makeup,16.62,38,Female,16,3,Neutral
P5139,Tennis Racket,Sports,Basketball,592.13,21,Male,45,4,Positive
P5140,Tablet,Electronics,Headphones,748.12,42,Female,24,5,Positive
P5141,Vacuum Cleaner,Home Appliances,Washing Machine,486.48,58,Female,18,5,Very Positive
P5142,Lipstick,Beauty,Hair Care,69.89,49,Female,13,3,Positive
P5143,Dishwasher,Home Appliances,Washing Machine,193.86,47,Female,27,5,Positive
P5144,Wireless Mouse,Electronics,Smartwatches,308.79,41,Female,10,5,Positive
P5145,Sofa,Furniture,Cabinet,1193.79,18,Male,47,4,Very Positive
P5146,Wireless Mouse,Electronics,Smartwatches,517.23,37,Male,22,5,Positive
P5147,Wireless Mouse,Electronics,Speakers,752.07,42,Male,27,4,Very Positive
P5148,Sweater,Clothing,T-Shirts,87.44,24,Male,35,4,Positive
P5149,Wireless Mouse,Electronics,Tablets,153.3,28,Male,26,3,Positive
P5150,Bluetooth Speaker,Electronics,Smartwatches,610.66,32,Female,30,4,Very Positive
P5151,Tennis Racket,Sports,Yoga Mat,365.74,31,Male,15,5,Positive
P5152,Air Conditioner,Home Appliances,Washing Machine,404.08,38,Female,23,5,Very Positive
P5153,Nail Polish,Beauty,Fragrance,161.87,63,Male,13,4,Neutral
P5154,Tennis Racket,Sports,Football,337.17,60,Female,0,4,Very Positive
P5155,Dress,Clothing,T-Shirts,22.02,54,Male,3,3,Neutral
P5156,Bookshelf,Furniture,Table,323.04,40,Male,14,5,Positive
P5157,Tennis Racket,Sports,Tennis Racket,423.55,33,Male,19,5,Very Positive
P5158,Chair,Furniture,Cabinet,1036.19,64,Male,11,5,Positive
P5159,Refrigerator,Home Appliances,Refrigerator,199.29,57,Female,13,3,Positive
P5160,Vacuum Cleaner,Home Appliances,Refrigerator,234.11,44,Female,23,5,Very Positive
P5161,Lipstick,Beauty,Skin Care,41.89,35,Female,21,1,Neutral
P5162,Basketball,Sports,Football,242.13,61,Female,16,4,Positive
P5163,Microwave,Home Appliances,Vacuum Cleaner,720.88,25,Male,9,5,Very Positive
P5164,Foundation,Beauty,Skin Care,11.45,27,Male,11,3,Neutral
P5165,Tablet,Electronics,Tablets,138.11,23,Male,41,4,Neutral
P5166,Refrigerator,Home Appliances,Refrigerator,773.18,52,Female,20,4,Positive
P5167,Jeans,Clothing,Shoes,159.0,65,Male,0,3,Positive
P5168,Dining Table,Furniture,Chair,785.97,59,Female,20,5,Positive
P5169,Skincare Cream,Beauty,Makeup,110.54,41,Female,16,5,Positive
P5170,Refrigerator,Home Appliances,Air Conditioner,155.0,32,Female,18,5,Positive
P5171,Jacket,Clothing,Sweaters,22.82,20,Male,35,2,Negative
P5172,Tennis Racket,Sports,Basketball,544.07,28,Male,10,4,Positive
P5173,Jacket,Clothing,Pants,77.12,49,Female,14,3,Neutral
P5174,Soccer Ball,Sports,Bicycle,679.2,51,Female,6,5,Positive
P5175,Soccer Ball,Sports,Bicycle,667.73,48,Male,15,5,Positive
P5176,Soccer Ball,Sports,Tennis Racket,745.74,31,Male,23,4,Very Positive
P5177,Dining Table,Furniture,Table,265.76,34,Female,18,5,Positive
P5178,Microwave,Home Appliances,Refrigerator,940.66,52,Male,18,5,Positive
P5179,Smartwatch,Electronics,Laptops,732.5,61,Female,16,5,Very Positive
P5180,Dining Table,Furniture,Table,1237.2,40,Male,12,5,Positive
P5181,Laptop,Electronics,Mobile Phones,979.8,38,Male,20,5,Positive
P5182,T-Shirt,Clothing,Dresses,171.0,59,Male,9,3,Neutral
P5183,Smartwatch,Electronics,Mobile Phones,1088.64,35,Female,15,5,Positive
P5184,Shampoo,Beauty,Nail Polish,158.08,19,Male,6,3,Positive
P5185,Refrigerator,Home Appliances,Vacuum Cleaner,258.47,61,Female,4,5,Very Positive
P5186,Skincare Cream,Beauty,Hair Care,82.25,54,Female,20,5,Positive
P5187,Lipstick,Beauty,Fragrance,11.9,33,Male,10,1,Negative
P5188,Headphones,Electronics,Tablets,390.07,52,Male,5,5,Positive
P5189,Pants,Clothing,T-Shirts,109.45,57,Male,2,5,Positive
P5190,Nail Polish,Beauty,Makeup,16.53,43,Male,20,2,Negative
P5191,Bluetooth Speaker,Electronics,Headphones,795.93,20,Male,46,5,Very Positive
P5192,Shampoo,Beauty,Hair Care,192.25,61,Male,14,3,Positive
P5193,Refrigerator,Home Appliances,Microwave,831.63,47,Male,10,4,Positive
P5194,Lipstick,Beauty,Skin Care,25.98,56,Male,19,1,Negative
P5195,Skincare Cream,Beauty,Makeup,170.44,42,Male,19,4,Positive
P5196,Nail Polish,Beauty,Fragrance,48.13,47,Male,14,2,Neutral
P5197,Jacket,Clothing,T-Shirts,121.93,29,Male,25,4,Positive
P5198,Bluetooth Speaker,Electronics,Speakers,615.36,18,Female,16,4,Very Positive
